date,pollution,dew,temp,press,wnd_dir,wnd_spd,humi
2010/1/6 16:00,56,-22,-8,1033,NW,1.79,31
2010/1/6 17:00,96,-21,-9,1033,NW,3.58,37
2010/1/6 18:00,75,-22,-9,1033,NW,5.37,34
2010/1/6 19:00,105,-22,-14,1034,cv,0.89,50
2010/1/6 20:00,132,-22,-12,1035,NW,1.79,43
2010/1/6 21:00,93,-21,-14,1034,NW,3.58,55
2010/1/6 22:00,131,-22,-16,1035,NW,5.37,59
2010/1/6 23:00,127,-21,-16,1035,NW,7.16,65
2010/1/7 0:00,130,-21,-16,1035,NW,8.95,65
2010/1/7 1:00,43,-21,-16,1035,cv,0.45,65
2010/1/7 2:00,37,-22,-18,1036,cv,1.34,70
2010/1/7 3:00,30,-23,-15,1036,NW,4.02,50
2010/1/7 4:00,28,-24,-16,1035,NW,7.15,50
2010/1/7 5:00,24,-25,-15,1035,NW,10.28,42
2010/1/7 6:00,23,-24,-15,1035,NW,14.3,46
2010/1/7 7:00,24,-25,-13,1036,NE,4.92,35
2010/1/7 8:00,27,-24,-14,1036,NW,4.02,42
2010/1/7 9:00,40,-23,-12,1036,NW,8.94,39
2010/1/7 10:00,42,-22,-11,1036,NW,12.96,39
2010/1/7 11:00,42,-20,-10,1036,NW,16.09,43
2010/1/7 12:00,55,-21,-9,1035,NW,19.22,37
2010/1/7 13:00,52,-21,-8,1034,NW,21.01,34
2010/1/7 14:00,51,-20,-7,1033,NW,22.8,34
2010/1/7 15:00,57,-20,-7,1032,NW,24.59,34
2010/1/7 16:00,50,-18,-8,1032,NW,26.38,44
2010/1/7 17:00,54,-19,-9,1032,NW,28.17,44
2010/1/7 18:00,67,-19,-11,1032,NE,0.89,51
2010/1/7 19:00,106,-18,-11,1033,NW,1.79,56
2010/1/7 20:00,159,-19,-15,1032,NE,1.79,71
2010/1/7 21:00,198,-19,-14,1032,cv,0.45,65
2010/1/7 22:00,190,-21,-14,1032,cv,1.34,55
2010/1/7 23:00,210,-21,-16,1032,cv,2.23,65
2010/1/8 0:00,195,-21,-17,1031,NW,1.79,71
2010/1/8 1:00,275,-19,-16,1031,NW,3.58,77
2010/1/8 2:00,164,-20,-16,1031,NE,0.89,71
2010/1/8 3:00,110,-19,-15,1030,SE,0.89,71
2010/1/8 4:00,100,-18,-15,1030,cv,0.45,77
2010/1/8 5:00,81,-18,-15,1029,cv,1.34,77
2010/1/8 6:00,71,-18,-15,1029,NW,1.79,77
2010/1/8 7:00,66,-16,-13,1029,NE,0.89,78
2010/1/8 8:00,92,-16,-12,1029,SE,0.89,72
2010/1/8 9:00,135,-16,-12,1030,SE,1.78,72
2010/1/8 10:00,155,-17,-10,1030,NE,0.89,56
2010/1/8 11:00,198,-16,-10,1029,cv,0.89,61
2010/1/8 12:00,250,-16,-9,1028,SE,3.13,56
2010/1/8 13:00,200,-15,-8,1026,SE,4.92,57
2010/1/8 14:00,231,-16,-8,1026,cv,0.89,52
2010/1/8 15:00,250,-16,-8,1025,cv,1.78,52
2010/1/8 16:00,212,-16,-8,1025,cv,2.67,52
2010/1/8 17:00,219,-17,-8,1025,SE,0.89,48
2010/1/8 18:00,227,-17,-9,1026,cv,0.45,52
2010/1/8 19:00,226,-17,-11,1026,cv,1.34,61
2010/1/8 20:00,225,-17,-12,1026,cv,1.79,66
2010/1/8 21:00,168,-18,-14,1027,NW,1.79,71
2010/1/8 22:00,169,-16,-9,1027,NW,4.92,56
2010/1/8 23:00,165,-16,-11,1027,NW,6.71,66
2010/1/9 0:00,159,-17,-13,1027,cv,0.89,71
2010/1/9 1:00,167,-17,-13,1027,NW,3.13,71
2010/1/9 2:00,196,-17,-14,1027,NW,4.92,77
2010/1/9 3:00,169,-17,-15,1027,NW,8.05,84
2010/1/9 4:00,155,-17,-13,1027,NW,9.84,71
2010/1/9 5:00,119,-19,-16,1027,NW,13.86,77
2010/1/9 6:00,106,-18,-15,1027,NW,17.88,77
2010/1/9 7:00,93,-19,-15,1027,NW,21.9,71
2010/1/9 8:00,84,-18,-14,1028,NW,25.92,71
2010/1/9 9:00,73,-18,-9,1029,NE,5.81,48
2010/1/9 10:00,66,-17,-7,1029,NE,11.62,44
2010/1/9 11:00,40,-17,-6,1030,NE,17.43,41
2010/1/9 12:00,49,-16,-6,1029,NE,23.24,45
2010/1/9 13:00,50,-16,-5,1029,NE,28.16,41
2010/1/9 14:00,49,-15,-4,1029,NE,33.08,42
2010/1/9 15:00,41,-14,-4,1028,NE,37.1,45
2010/1/9 16:00,37,-15,-4,1029,NE,38.89,42
2010/1/9 17:00,45,-15,-4,1030,NW,1.79,42
2010/1/9 18:00,44,-15,-7,1030,NE,3.13,52
2010/1/9 19:00,54,-15,-6,1031,NW,3.13,48
2010/1/9 20:00,50,-15,-7,1032,NW,4.92,52
2010/1/9 21:00,47,-15,-6,1032,NE,3.13,48
2010/1/9 22:00,66,-15,-8,1033,cv,0.45,57
2010/1/9 23:00,75,-15,-8,1033,cv,0.9,57
2010/1/10 0:00,82,-15,-11,1033,NW,0.89,72
2010/1/10 1:00,66,-17,-13,1033,NW,1.78,71
2010/1/10 2:00,83,-17,-12,1033,NW,4.91,66
2010/1/10 3:00,62,-17,-13,1033,NW,8.04,71
2010/1/10 4:00,40,-19,-14,1032,NW,9.83,65
2010/1/10 5:00,23,-18,-13,1032,NW,12.96,66
2010/1/10 6:00,25,-19,-13,1032,NW,16.09,60
2010/1/10 7:00,27,-19,-14,1033,NW,19.22,65
2010/1/10 8:00,35,-19,-14,1034,NW,22.35,65
2010/1/10 9:00,50,-17,-12,1033,NW,24.14,66
2010/1/10 10:00,70,-16,-7,1033,NE,4.02,48
2010/1/10 11:00,75,-15,-7,1033,NW,3.13,52
2010/1/10 12:00,58,-15,-7,1032,NW,6.26,52
2010/1/10 13:00,70,-14,-6,1031,NW,9.39,53
2010/1/10 14:00,68,-14,-6,1031,NW,12.52,53
2010/1/10 15:00,71,-13,-5,1030,NW,14.31,53
2010/1/10 16:00,88,-14,-5,1031,NW,16.1,49
2010/1/10 17:00,84,-14,-6,1031,NW,19.23,53
2010/1/10 18:00,83,-13,-7,1032,NW,23.25,62
2010/1/10 19:00,66,-15,-6,1032,NW,27.27,48
2010/1/10 20:00,27,-15,-6,1033,NW,30.4,48
2010/1/10 21:00,24,-15,-4,1034,NW,35.32,42
2010/1/10 22:00,22,-16,-4,1034,NW,44.26,38
2010/1/10 23:00,23,-17,-5,1035,NW,52.31,38
2010/1/11 0:00,27,-17,-6,1035,NW,60.36,41
2010/1/11 1:00,23,-17,-8,1035,cv,0.89,48
2010/1/11 2:00,17,-19,-11,1036,NW,4.02,51
2010/1/11 3:00,17,-20,-11,1036,NW,8.94,47
2010/1/11 4:00,16,-21,-11,1035,NE,4.02,43
2010/1/11 5:00,16,-22,-12,1035,NW,3.13,43
2010/1/11 6:00,20,-22,-12,1035,NE,4.92,43
2010/1/11 7:00,20,-22,-13,1036,NW,5.81,46
2010/1/11 8:00,18,-22,-9,1036,NW,13.86,34
2010/1/11 9:00,25,-22,-10,1036,NW,21.91,36
2010/1/11 10:00,26,-22,-9,1036,NW,29.06,34
2010/1/11 11:00,27,-21,-9,1036,NW,33.08,37
2010/1/11 12:00,28,-20,-6,1035,NW,42.02,32
2010/1/11 13:00,15,-19,-5,1034,NW,50.96,32
2010/1/11 14:00,24,-19,-5,1033,NW,59.01,32
2010/1/11 15:00,13,-20,-5,1033,NW,66.16,29
2010/1/11 16:00,13,-20,-5,1032,NW,71.97,29
2010/1/11 17:00,13,-20,-5,1033,NW,76.89,29
2010/1/11 18:00,17,-20,-7,1033,NW,81.81,34
2010/1/11 19:00,20,-22,-7,1033,NW,85.83,29
2010/1/11 20:00,27,-22,-8,1033,NW,89.85,31
2010/1/11 21:00,20,-23,-10,1033,NW,91.64,33
2010/1/11 22:00,15,-23,-13,1033,NW,93.43,42
2010/1/11 23:00,21,-22,-12,1032,cv,0.89,43
2010/1/12 0:00,21,-22,-15,1031,cv,1.78,55
2010/1/12 1:00,37,-22,-14,1031,NE,1.79,50
2010/1/12 2:00,26,-22,-14,1031,NW,0.89,50
2010/1/12 3:00,15,-24,-18,1030,NE,1.79,59
2010/1/12 4:00,9,-24,-13,1030,NE,3.58,39
2010/1/12 5:00,11,-25,-14,1030,NW,3.13,38
2010/1/12 6:00,11,-24,-14,1030,NW,7.15,42
2010/1/12 7:00,16,-25,-12,1030,NW,12.96,33
2010/1/12 8:00,13,-26,-14,1030,NW,16.98,35
2010/1/12 9:00,15,-25,-12,1031,NW,21,33
2010/1/12 10:00,21,-25,-11,1031,NW,26.81,30
2010/1/12 11:00,24,-24,-11,1030,NW,35.75,33
2010/1/12 12:00,22,-23,-11,1029,NW,47.82,36
2010/1/12 13:00,22,-22,-11,1029,NW,63.02,39
2010/1/12 14:00,22,-23,-11,1029,NW,75.98,36
2010/1/12 15:00,19,-22,-11,1029,NW,88.05,39
2010/1/12 16:00,23,-23,-11,1030,NW,101.01,36
2010/1/12 17:00,25,-24,-11,1030,NW,109.06,33
2010/1/12 18:00,25,-24,-11,1032,NW,118,33
2010/1/12 19:00,31,-23,-11,1032,NW,126.05,36
2010/1/12 20:00,25,-23,-12,1032,NW,134.1,39
2010/1/12 21:00,22,-24,-12,1033,NW,142.15,36
2010/1/12 22:00,22,-23,-12,1033,NW,150.2,39
2010/1/12 23:00,15,-23,-12,1034,NW,160.03,39
2010/1/13 0:00,16,-24,-12,1034,NW,169.86,36
2010/1/13 1:00,11,-24,-12,1033,NW,178.8,36
2010/1/13 2:00,11,-25,-12,1033,NW,189.98,33
2010/1/13 3:00,12,-24,-13,1033,NW,198.03,39
2010/1/13 4:00,11,-25,-12,1032,NW,205.18,33
2010/1/13 5:00,12,-25,-12,1033,NW,215.01,33
2010/1/13 6:00,27,-25,-12,1032,NW,226.19,33
2010/1/13 7:00,28,-25,-12,1032,NW,235.13,33
2010/1/13 8:00,34,-25,-12,1032,NW,243.18,33
2010/1/13 9:00,33,-23,-11,1033,NW,252.12,36
2010/1/13 10:00,36,-23,-10,1033,NW,257.93,33
2010/1/13 11:00,26,-22,-9,1033,NW,263.74,34
2010/1/13 12:00,49,-21,-8,1031,NW,270.89,34
2010/1/13 13:00,52,-21,-6,1030,NW,278.94,29
2010/1/13 14:00,47,-20,-5,1029,NW,286.99,29
2010/1/13 15:00,47,-22,-5,1028,NW,294.14,24
2010/1/13 16:00,39,-21,-5,1028,NW,299.06,27
2010/1/13 17:00,59,-19,-7,1028,SE,1.79,37
2010/1/13 18:00,76,-19,-8,1028,cv,0.45,40
2010/1/13 19:00,96,-20,-9,1028,cv,1.34,40
2010/1/13 20:00,95,-19,-10,1027,SE,1.79,47
2010/1/13 21:00,68,-19,-13,1027,cv,0.89,60
2010/1/13 22:00,65,-18,-12,1027,cv,1.78,60
2010/1/13 23:00,75,-18,-13,1027,NE,0.89,66
2010/1/14 0:00,257,-18,-14,1026,NE,1.78,71
2010/1/14 1:00,174,-20,-15,1025,NE,2.67,65
2010/1/14 2:00,164,-20,-15,1025,NW,0.89,65
2010/1/14 3:00,161,-20,-16,1025,NW,1.78,71
2010/1/14 4:00,137,-20,-16,1024,NW,3.57,71
2010/1/14 5:00,92,-21,-17,1024,NW,6.7,71
2010/1/14 6:00,64,-19,-14,1023,NW,10.72,65
2010/1/14 7:00,87,-21,-17,1023,NW,13.85,71
2010/1/14 8:00,87,-19,-15,1024,NW,15.64,71
2010/1/14 9:00,84,-19,-14,1024,NW,18.77,65
2010/1/14 10:00,95,-18,-10,1024,NW,22.79,51
2010/1/14 11:00,79,-17,-9,1023,NW,24.58,52
2010/1/14 12:00,75,-16,-6,1023,NW,26.37,45
2010/1/14 13:00,79,-17,-5,1022,NW,28.16,38
2010/1/14 14:00,86,-16,-5,1022,NW,29.95,41
2010/1/14 15:00,72,-15,-4,1022,NW,33.08,42
2010/1/14 16:00,89,-16,-4,1023,cv,0.89,38
2010/1/14 17:00,94,-15,-5,1025,SE,1.79,45
2010/1/14 18:00,69,-14,-3,1026,NW,5.81,42
2010/1/14 19:00,49,-16,-3,1027,NW,11.62,35
2010/1/14 20:00,33,-15,-4,1029,NW,20.56,42
2010/1/14 21:00,27,-16,-5,1031,NW,24.58,41
2010/1/14 22:00,20,-17,-6,1032,NE,3.13,41
2010/1/14 23:00,36,-18,-6,1033,NE,8.05,38
2010/1/15 0:00,37,-19,-7,1034,NE,13.86,37
2010/1/15 1:00,30,-17,-8,1035,NW,5.81,48
2010/1/15 2:00,18,-18,-10,1035,NW,11.62,51
2010/1/15 3:00,21,-19,-10,1036,NW,14.75,47
2010/1/15 4:00,13,-19,-9,1036,NW,19.67,40
2010/1/15 5:00,23,-19,-9,1036,NE,7.15,40
2010/1/15 6:00,26,-20,-9,1037,NE,12.96,40
2010/1/15 7:00,27,-19,-9,1037,NE,18.77,44
2010/1/15 8:00,30,-19,-8,1038,NE,22.79,40
2010/1/15 9:00,28,-19,-8,1039,NE,28.6,40
2010/1/15 10:00,26,-19,-7,1039,NE,35.75,37
2010/1/15 11:00,26,-18,-6,1039,NE,41.56,38
2010/1/15 12:00,31,-18,-5,1039,NE,45.58,35
2010/1/15 13:00,35,-17,-4,1038,NW,1.79,35
2010/1/15 14:00,36,-16,-3,1037,cv,0.89,35
2010/1/15 15:00,37,-17,-3,1037,cv,1.78,33
2010/1/15 16:00,64,-17,-2,1037,cv,2.23,30
2010/1/15 17:00,83,-15,-5,1036,SE,0.89,45
2010/1/15 18:00,91,-15,-6,1036,cv,0.89,48
2010/1/15 19:00,90,-15,-6,1037,cv,1.78,48
2010/1/15 20:00,102,-14,-6,1037,SE,1.79,53
2010/1/15 21:00,94,-14,-8,1036,SE,3.58,61
2010/1/15 22:00,87,-14,-10,1037,cv,0.89,72
2010/1/15 23:00,141,-15,-11,1036,cv,1.78,78
2010/1/16 0:00,211,-15,-11,1036,cv,2.67,72
2010/1/16 1:00,242,-16,-13,1036,NE,0.89,78
2010/1/16 2:00,271,-16,-12,1036,cv,0.89,72
2010/1/16 3:00,249,-16,-13,1035,NE,0.89,78
2010/1/16 4:00,200,-15,-12,1035,NE,1.78,78
2010/1/16 5:00,147,-14,-10,1034,NW,1.79,72
2010/1/16 6:00,114,-15,-10,1034,NW,2.68,66
2010/1/16 7:00,102,-15,-11,1034,NW,4.47,72
2010/1/16 8:00,108,-15,-11,1034,NW,6.26,72
2010/1/16 9:00,135,-14,-9,1034,NW,8.05,67
2010/1/16 10:00,120,-14,-9,1034,NW,9.84,67
2010/1/16 11:00,148,-13,-6,1034,cv,0.89,57
2010/1/16 12:00,127,-13,-5,1033,NW,1.79,53
2010/1/16 13:00,128,-12,-4,1031,cv,0.89,53
2010/1/16 14:00,140,-12,-3,1031,cv,1.78,49
2010/1/16 15:00,148,-12,-3,1030,cv,2.67,49
2010/1/16 16:00,150,-11,-3,1030,cv,3.56,53
2010/1/16 17:00,154,-11,-4,1031,NE,0.89,58
2010/1/16 18:00,197,-12,-7,1031,cv,0.89,67
2010/1/16 19:00,235,-12,-7,1032,cv,1.78,67
2010/1/16 20:00,261,-12,-8,1032,cv,2.23,72
2010/1/16 21:00,269,-12,-9,1032,cv,3.12,78
2010/1/16 22:00,266,-13,-11,1032,NW,0.89,85
2010/1/16 23:00,263,-14,-11,1032,NW,2.68,78
2010/1/17 0:00,241,-15,-12,1032,NW,5.81,78
2010/1/17 1:00,205,-14,-11,1032,cv,0.45,78
2010/1/17 2:00,160,-14,-11,1031,cv,1.34,78
2010/1/17 3:00,150,-14,-12,1031,NW,1.79,85
2010/1/17 4:00,148,-14,-12,1031,NW,3.58,78
2010/1/17 5:00,208,-14,-10,1030,NW,6.71,72
2010/1/17 6:00,209,-14,-11,1030,NW,9.84,78
2010/1/17 7:00,183,-15,-10,1030,NW,11.63,66
2010/1/17 8:00,161,-13,-10,1030,NW,14.76,78
2010/1/17 9:00,182,-13,-8,1030,NW,17.89,67
2010/1/17 10:00,230,-12,-6,1030,cv,0.45,62
2010/1/17 11:00,170,-11,-5,1030,cv,1.34,62
2010/1/17 12:00,172,-11,-4,1029,cv,2.23,58
2010/1/17 13:00,154,-11,-3,1028,cv,3.12,53
2010/1/17 14:00,166,-10,-1,1027,cv,4.01,50
2010/1/17 15:00,177,-11,-1,1027,cv,4.46,46
2010/1/17 16:00,191,-10,-1,1026,SE,0.89,50
2010/1/17 17:00,212,-10,-3,1026,SE,1.78,58
2010/1/17 18:00,250,-10,-5,1027,SE,2.67,67
2010/1/17 19:00,268,-10,-6,1027,NE,0.89,73
2010/1/17 20:00,317,-11,-7,1027,cv,0.45,73
2010/1/17 21:00,291,-10,-7,1027,cv,0.9,79
2010/1/17 22:00,313,-11,-9,1027,cv,1.35,85
2010/1/17 23:00,282,-12,-9,1027,NE,0.89,78
2010/1/18 0:00,282,-12,-10,1028,cv,0.89,85
2010/1/18 1:00,303,-13,-11,1028,NW,3.13,85
2010/1/18 2:00,349,-11,-9,1028,NW,4.92,85
2010/1/18 3:00,407,-13,-10,1028,NW,6.71,78
2010/1/18 4:00,361,-13,-11,1028,NW,7.6,85
2010/1/18 5:00,234,-13,-11,1027,NE,1.79,85
2010/1/18 6:00,149,-14,-11,1028,NW,0.89,78
2010/1/18 7:00,147,-14,-11,1028,NW,4.02,78
2010/1/18 8:00,184,-14,-11,1028,NW,5.81,78
2010/1/18 9:00,161,-11,-6,1028,NW,9.83,67
2010/1/18 10:00,137,-10,-5,1028,NW,11.62,67
2010/1/18 11:00,146,-9,-3,1028,NW,13.41,63
2010/1/18 12:00,144,-8,-1,1027,NW,15.2,58
2010/1/18 13:00,154,-9,0,1026,NW,16.99,50
2010/1/18 14:00,173,-9,1,1025,NE,1.79,47
2010/1/18 15:00,188,-9,1,1025,cv,0.89,47
2010/1/18 16:00,203,-8,1,1025,SE,0.89,50
2010/1/18 17:00,233,-7,-1,1025,SE,2.68,63
2010/1/18 18:00,408,-7,-2,1025,cv,0.89,68
2010/1/18 19:00,435,-7,-3,1025,SE,0.89,73
2010/1/18 20:00,403,-5,-2,1026,cv,0.89,79
2010/1/18 21:00,360,-5,-1,1026,NW,1.79,74
2010/1/18 22:00,402,-5,-1,1026,NW,3.58,74
2010/1/18 23:00,358,-6,-1,1026,cv,0.89,68
2010/1/19 0:00,383,-4,-1,1025,NW,1.79,80
2010/1/19 1:00,332,-5,-1,1024,NW,4.92,74
2010/1/19 2:00,274,-5,-1,1024,NW,6.71,74
2010/1/19 3:00,256,-5,-1,1023,NW,8.5,74
2010/1/19 4:00,302,-4,-1,1022,NW,10.29,80
2010/1/19 5:00,330,-4,-1,1021,NW,11.18,80
2010/1/19 6:00,367,-4,-1,1021,NW,12.07,80
2010/1/19 7:00,297,-4,-1,1021,NW,13.86,80
2010/1/19 8:00,331,-4,0,1021,cv,0.89,74
2010/1/19 9:00,323,-4,0,1021,NW,1.79,74
2010/1/19 10:00,339,-4,0,1021,cv,0.89,74
2010/1/19 11:00,301,-5,1,1021,NW,1.79,64
2010/1/19 12:00,310,-5,1,1020,cv,0.89,64
2010/1/19 13:00,305,-4,1,1019,cv,1.34,69
2010/1/19 14:00,313,-4,1,1018,NE,0.89,69
2010/1/19 15:00,336,-3,2,1018,cv,0.45,69
2010/1/19 16:00,357,-3,2,1018,cv,1.34,69
2010/1/19 17:00,485,-2,2,1018,NE,0.89,74
2010/1/19 18:00,426,-3,1,1018,cv,0.89,74
2010/1/19 19:00,403,-3,2,1020,NW,1.79,69
2010/1/19 20:00,374,-3,1,1020,NW,4.92,74
2010/1/19 21:00,333,-3,0,1021,NW,6.71,80
2010/1/19 22:00,343,-3,0,1021,NW,8.5,80
2010/1/19 23:00,364,-3,1,1020,NW,11.63,74
2010/1/20 0:00,389,-2,0,1021,NW,14.76,86
2010/1/20 1:00,368,-2,-1,1022,NW,16.55,92
2010/1/20 2:00,267,-4,-2,1022,NW,19.68,86
2010/1/20 3:00,71,-2,-1,1023,NW,25.49,92
2010/1/20 4:00,81,-3,1,1023,NW,28.62,74
2010/1/20 5:00,51,-3,0,1024,NW,31.75,80
2010/1/20 6:00,49,-5,2,1026,NW,36.67,59
2010/1/20 7:00,44,-9,1,1027,NW,41.59,47
2010/1/20 8:00,45,-10,0,1028,NW,48.74,46
2010/1/20 9:00,35,-10,0,1030,NW,55.89,46
2010/1/20 10:00,29,-11,1,1032,NW,63.04,40
2010/1/20 11:00,27,-13,0,1033,NW,71.09,36
2010/1/20 12:00,29,-13,0,1033,NW,78.24,36
2010/1/20 13:00,16,-13,-1,1033,NE,8.05,39
2010/1/20 14:00,23,-13,-1,1032,NW,7.15,39
2010/1/20 15:00,28,-15,-1,1032,NE,5.81,33
2010/1/20 16:00,22,-14,-1,1033,NW,5.81,36
2010/1/20 17:00,11,-15,-2,1033,NW,12.96,36
